cian_id,description,price,area,rooms,floor,floors,address,metro,zhk,building_material,deadline,latitude,longitude,url,photos,collected_at
322493359,"Вашему вниманию предлагается 1-комнатная квартира в ЖК Режиссер!

Качественная отделка от застройщика: инженерная доска на полу, сантехника Grohe, высокие двери.

Отдельная гардеробная.

Просторная ванная комната.

Большая лоджия позволяет сделать рабочее место или уголок релакса с видом на Останкинскую башню и ВДНХ.

Наполняйте квартиру мебелью и техникой под ваш вкус и заезжайте!

Комфортный 8 этаж.

3 квартиры в квартирном холле.



Быстрый выход на сделку. Без обременений! Ключи! ПОЛНАЯ СТОИМОСТЬ!

1 минута до входа в парк ВДНХ.



Звоните! Оперативный показ!



ЖК ""Режиссер"": 

Приложение Умная квартира позволит управлять техникой, электричеством, отоплением, кондиционированием с телефона или голосом. 40 камер видеонаблюдения из разных точек комплекса в вашем телефоне! Комфорт и безопасность.

Шикарный лобби с зимнем садом, переговорными, отдельная комната для корреспонденции, комфортное место для коворкинга. Санузлы, колясочные, лапомойки.

Внешняя территория комплекса условно делится на три зоны. Основная входная группа представляет собой открытую зону коммерческих помещений (кофейня, аптека, салон красоты). В закрытой зоне внутреннего двора скамейки, шезлонги, пуфы, садовые качели приглашают расслабленно провести часок-другой наедине с собой или в небольшой компании. В восточной части территории расположены игровые площадки для детей разных возрастов, а также спортивные площадки.

Оперативный показ! Ключи! Взрослый собственник. Собственность.

10 минут пешком до метро, 4 минуты до СВХ, 9 минут до ТТК, 11 минут до МКАД, 12 минут до Садового кольца.",25800000,39.1,1,8,29,"Россия, Москва, улица Вильгельма Пика, 1","[{""name"":""Ботанический сад"",""time"":14,""transport_type"":""walk""},{""name"":""ВДНХ"",""time"":4,""transport_type"":""transport""},{""name"":""Свиблово"",""time"":4,""transport_type"":""transport""}]",Режиссёр,monolith,,55.834699,37.638961,https://www.cian.ru/sale/flat/322493359/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
332049784,"ВИДОВАЯ квартира в добротном КИРПИЧНОМ доме после капитального ремонта в 10 -15 минутах ходьбы от нескольких станций метро (Кожуховская, Автозаводская, Дубровка ,Технопарк) 
До центра Москвы 10 минут!

Вид из квартиры на Москва-реку и ""Остров Мечты"", при этом дом находится в ТИХОМ старом районе Москвы в окружении парков, скверов и прогулочных зон.

По ЕГРН 35 метров +3 метра балкона. Перепланировка узаконена!
См. планировку.
Есть отдельная ПОСТИРОЧНАЯ зона с местом хранения, в спальне вместительная ГАРДЕРОБНАЯ, которая заменит множество шкафов.
Кухонная зона оснащена всем необходимым (встроенный холодильник, посудомоечная машина, варочная поверхность и духовой шкаф).
В гостиной установлен кондиционер. 

Рядом с домом есть вся необходимая инфраструктура-магазины, кофейни, сады, школы, поликлиники и несколько торговых центров.

ОПЕРАТИВНЫЙ показ.
Один взрослый собственник, без прописанных, долгов, обременний и тд.
Быстрый выход на сделку, прозрачная история квартиры.",20300000,38,1,7,9,"Россия, Москва, улица Трофимова, 22к1","[{""name"":""Кожуховская"",""time"":12,""transport_type"":""walk""},{""name"":""Автозаводская"",""time"":14,""transport_type"":""walk""},{""name"":""Дубровка"",""time"":18,""transport_type"":""walk""},{""name"":""Технопарк"",""time"":18,""transport_type"":""walk""},{""name"":""Остров мечты"",""time"":18,""transport_type"":""walk""}]",,brick,,55.702089,37.675559,https://www.cian.ru/sale/flat/332049784/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
329241297,"Однокомнатная квартира площадью 44,70 кв. м. на 4 этаже нового дома премиум-класса Высотка на Жукова

""Высотка на Жукова"" - это современный дом, который олицетворяет дух настоящей Москвы, сочетая в себе величественность архитектуры московского ренессанса, расположение в лесу, современные инженерные решения и премиальный сервис.

Высотка расположена в парке, внутри природного комплекса, в районе Хорошёво-Мнёвники, рядом с проспектом Маршала Жукова, всего в 15 минутах от центра Москвы. Дом окружён лесом с четырех сторон, и жизнь в нём сравнима с загородной резиденцией, но в черте города.

Стиль и оформление:

Монументальный неоклассицизм этой высотки сочетает лучшие черты различных эпох — от античности и барокко до ар-деко.

Архитектурные элементы включают ступенчатые аркады, французские балконы и открытые павильоны-бельведеры, украшенные гризайлью, обелисками и изысканными вазами.

Современные технологии:

Инновационные технологии концерна КРОСТ позволяют использовать долговечные современные материалы, что делает здание не только красивым, но и функциональным.

Удобства и инфраструктура:

- Инфраструктура дома продумана таким образом, чтобы каждый житель имел возможность сосредоточиться на самом главном — себе и своём здоровье.

- На территории квартала появятся физкультурно-оздоровительный комплекс и современный медицинский центр с широким перечнем услуг для поддержания физического здоровья в шаговой доступности.

- Консьерж-сервис 24/7; служба Room Service, уборка квартир, химчистка, клининг, мойка окон; уход за животными: выгул, кормление, груминг.

- Расположенная вблизи Москвы-реки и Серебряного бора, а также парка Ходынское поле и Берёзовой рощи, ""Высотка на Жукова"" окружена лесным массивом Октябрьского радиополя, что обеспечивает, пожалуй, лучшую с точки зрения экологии локацию.

- Развитая инфраструктура на первом этаже дома позволит наслаждаться каждым днем и получать всё необходимое в границах дома: ресторан от известного московского ресторатора, продуктовый магазин, центр эстетики и другие удобства.

- Величественные входные группы с потолками до 7 метров включают: многофункциональную зону коворкинга, двухуровневую библиотеку, лаундж-зоны с камином, просторные колясочные.

- Внутренние дворы с зонами для отдыха и детскими площадками, а также паркинги для автомобилей.

- Близость к образовательным учреждениям, медицинским учреждениям и торговым центрам, что делает ""Высотку на Жукова"" идеальным выбором для семей.",36743400,44.7,1,4,46,"г. Москва, ул Демьяна Бедного, вл. 24","[{""name"":""Народное Ополчение"",""time"":14,""transport_type"":""walk""},{""name"":""Народное Ополчение"",""time"":14,""transport_type"":""walk""},{""name"":""Хорошёвская"",""time"":5,""transport_type"":""transport""},{""name"":""Хорошёво"",""time"":7,""transport_type"":""transport""}]",Высотка на Жукова,monolith,,55.7840249998295,37.4855017619017,https://www.cian.ru/sale/flat/329241297/?mlSearchSessionGuid=1c730f945ccac16f650358ea35f75706,"[""https://images.cdn-cian.ru/images/2933060210-1.jpg"",""https://images.cdn-cian.ru/images/2933060226-1.jpg"",""https://images.cdn-cian.ru/images/2933060238-1.jpg"",""https://images.cdn-cian.ru/images/2933060248-1.jpg"",""https://images.cdn-cian.ru/images/2933060261-1.jpg"",""https://images.cdn-cian.ru/images/2933060272-1.jpg"",""https://images.cdn-cian.ru/images/2933060285-1.jpg"",""https://images.cdn-cian.ru/images/2933060299-1.jpg"",""https://images.cdn-cian.ru/images/2933060313-1.jpg"",""https://images.cdn-cian.ru/images/2933060322-1.jpg"",""https://images.cdn-cian.ru/images/2933060328-1.jpg"",""https://images.cdn-cian.ru/images/2933060337-1.jpg"",""https://images.cdn-cian.ru/images/2861445037-1.jpg"",""https://images.cdn-cian.ru/images/2861445061-1.jpg"",""https://images.cdn-cian.ru/images/2861445119-1.jpg"",""https://images.cdn-cian.ru/images/2861445202-1.jpg"",""https://images.cdn-cian.ru/images/2861445236-1.jpg"",""https://images.cdn-cian.ru/images/2861445296-1.jpg"",""https://images.cdn-cian.ru/images/2861445372-1.jpg"",""https://images.cdn-cian.ru/images/2861445396-1.jpg"",""https://images.cdn-cian.ru/images/2861445450-1.jpg"",""https://images.cdn-cian.ru/images/2861445504-1.jpg"",""https://images.cdn-cian.ru/images/2861445529-1.jpg"",""https://images.cdn-cian.ru/images/2861445580-1.jpg""]",2026-08-18T07:49:35Z
330961224,"Новая квартира! Никто не жил!
Продаётся квартира с удобной планировкой в пешей доступности от нескольких станций метро и МЦД!

6/23 этажного монолитного дома 2025 года постройки. Дом сдавался с чистовой отделкой, шума от ремонтов нет. 

Общая площадь 44,3 м2 (с лоджией), комната 18,4 м2, кухня 11,5 м2, санузел совмещенный, застекленная лоджия, из окон и лоджии - замечательные виды на красивую дворовую территорию и панораму города. Высота потолков — 2,7 метра.

Квартира в отличном состоянии.  
На кухне установлена плита с духовым шкафом и раковина. 
Санузел выполнен в светлых тонах и оборудован всем необходимым: ванна, унитаз, умывальник, полотенцесушитель.
Просторная прихожая, куда легко поместится вместительный шкаф для одежды. 

В доме имеется всё для комфорта проживающих: три лифта (два грузовых и один пассажирский), мусоропровод, пандус для удобства передвижения, подземная парковка.

Современная дворовая территория с детскими площадками, тренажерами, скамеечками для отдыха и т.д. Место для парковки всегда можно найти - есть как наземная парковка рядом с домом, так и подземный паркинг. 
Зеленый обжитой район, рядом - супермаркеты, школы, детские сады, поликлиники, вся сфера услуг. В шаговой доступности Телецентр и Союзмультфильм, а также парк Дубовая Роща и огромный парк Останкино, с речкой и каскадом прудов, стадионом, площадками для всевозможных спортивных активностей, дорожками, скамеечками, кафе и т.д.

Удобная транспортная доступность: до метро Бутырская и Фонвизинская - 10-12 минут пешком, до станции МЦД Останкино - всего 3 минуты пешком. Для автомобилистов - удобный выезд на просп. Мира и Ярославское шоссе, МСД, Дмитровское шоссе, ТТК.

Один взрослый собственник. Без обременений. Свободная продажа. Полная сумма в ДКП. Ипотека возможна. Быстрый выход на сделку. Цена 21 990 000 руб. Показы по договоренности.",21990000,44.3,1,6,23,"Россия, Москва, улица Академика Королёва, 23","[{""name"":""Фонвизинская"",""time"":10,""transport_type"":""walk""},{""name"":""Останкино"",""time"":9,""transport_type"":""walk""},{""name"":""Бутырская"",""time"":12,""transport_type"":""walk""}]",,monolith,,55.820326,37.600842,https://www.cian.ru/sale/flat/330961224/?mlSearchSessionGuid=1c730f945ccac16f650358ea35f75706,"[""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891942-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891926-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891822-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898829930-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830222-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830319-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891836-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891839-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830477-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891851-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891814-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830616-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891931-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830728-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891843-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891806-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891830-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830941-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898832288-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898830986-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891923-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898831114-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891921-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898831182-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891929-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898831285-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891930-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898832619-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898832723-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891903-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898832933-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898832999-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898833046-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898833117-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891941-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898833243-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891927-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898833677-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898833738-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2898891940-1.jpg"",""https://images.cdn-cian.ru/images/kvartira-moskva-ulica-akademika-koroleva-2899026923-1.jpg""]",2026-08-18T07:49:35Z
331553629,"Продаётся квартира 1 комнатная в ЖК Дзен-Кварталы!
ПРЕИМУЩЕСТВА КВАРТИРЫ:
—  Без отделки, свободная планировка.
— Планировка — линейка/ Кухня-гостиная , изолированная спальня
— Окна на улицу на запад
— Комфортный этаж 3
— Свободная продажа
— Общая площадь 36,3 кв.м. с учетом лоджии
— Сан узел совмещен
— Высота потолков 2.8 м.
ПРЕИМУЩЕСТВА ДОМА:
— Рядом с домом вся городская инфраструктура: детский садик и школа, продуктовые магазины, салоны красоты, подземный паркинг
— Детские площадки и спортивные площадки
— Год постройки дома 2026г, монолит кирпич
— Двор без машин, бесплатная парковка
—  Рядом Киевское, Калужское, Боровское ш. М.Новомосковская 10 минут пешком, м. Потапово 15 мин пешком
— Ухоженный подъезд и дворовая территория. Рядом Бутовский лесопарк. Загородный клуб Завидное.
— Свободная продажа. 1 взрослый собственник, более 3 лет , первичная покупка от застройщика по дду, Показы в удобное для вас время. Звоните!
Предоставляем услуги по одобрению ипотеки.",13000000,36.3,1,3,24,Россия Москва район Коммунарка  квартал № 160   1В4,"[{""name"":""Новомосковская"",""time"":12,""transport_type"":""walk""},{""name"":""Потапово"",""time"":9,""transport_type"":""transport""},{""name"":""Ольховая"",""time"":10,""transport_type"":""transport""}]",Дзен-кварталы,monolith,,55.552235,37.474749,https://www.cian.ru/sale/flat/331553629/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
331855304,"Продается 1-комн. квартира с предчистовой отделкой в ЖК ""Северный Порт"" на 4 этаже. Общая площадь: 36.7 кв.м. Высота потолков 3.15 м.
  
Квартира находится в корпусе 6.4. Дом монолитный, одноподъездный, высотой 54 этажа. На этаже 11 квартир. В подъезде 4 пассажирских и 4 грузовых лифта. Начало строительства - 1 квартал 2026 года. Окончание строительства - 2 квартал 2030 года. Оформление сделки по договору долевого участия.
  
В шаговой доступности от жилого комплекса расположены станции метро (расстояние по прямой): ""Беломорская"" (1.1 км), ""Планерная"" (1.5 км), ""Речной вокзал"" (1.6 км), также недалеко от этого корпуса находится станция метро ""Ховрино"".
  
Квартира реализуется напрямую от застройщика.
Обращение по данному предложению осуществляется через отдел продаж застройщика.
Для агентств недвижимости действует отдельный формат сотрудничества.
  
В проекте ""Северный Порт"" реализованы авторские решения девелопера LEGENDA, которые представлены уникальными фасадными решениями, коллекцией дизайнерских квартир, а также инновационным оснащением комплектацией ТехноБокс - полностью технологически подготовленным пространством для любых современных сценариев жизни. 
  
В 1-ой очереди строительства проекта ""Северный Порт"" авторская комплектация ТехноБокс представлена в корпусах 7.1 и 7.3 и включает в себя два направления: 
  
Технологически подготовленное пространство: 
- база умных решений - стационарное и удаленное управление квартирой. 
- климат-дизайн - всегда свежий воздух, никакого шума и пыли. 
- Мультизональное кондиционирование. 
- Мультисервисная сеть - единая сеть коммуникационных систем. 
  
Готовность к декорированию: 
- Шумоизоляция - комплексные меры для защиты от лишнего шума. 
- Подготовка стен - все стены подготовлены к отделке дизайнерскими материалами. 
- Выровненный пол - полы выровнены стяжкой из цементно-песчаной смеси, повышающей механическую прочность, и готовы к укладке покрытия. 
- Электрические сети - коммуникации расположены с учетом рекомендаций по расстановке мебели и техники. 
  
""Северный порт"" от LEGENDA входит в крупномасштабный проект комплексного развития территории Северного речного порта, реализуемый правительством Москвы, и представляет собой микс жилой, коммерческой, социальной и общественной инфраструктуры. 
  
Автором концепции обустройства территории выступило архитектурное бюро Сергея Скуратова. Созданный дизайн-код лёг в основу проекта, разработанного LEGENDA совместно с архитектурным бюро KAMEN Architects. 
  
Город ставит новый акцент, создавая мощный центр притяжения в экологичной локации у Северного речного вокзала. Близость к воде, парковым зонам и футуристичный архитектурный образ определяют потенциал развития проекта на несколько десятилетий вперед. 
  
Важной частью проекта станет строительство самой протяженной благоустроенной набережной, которая соединится с парком Северного речного вокзала и создаст уникальное прогулочное пространство длиной 3,2 км, вдоль которого будет организован современный торг",21040110,36.7,1,4,54,"Москва, Ленинградское шоссе","[{""name"":""Беломорская"",""time"":19,""transport_type"":""walk""},{""name"":""Водный стадион"",""time"":7,""transport_type"":""transport""},{""name"":""Ховрино"",""time"":7,""transport_type"":""transport""}]",Северный порт. Береговые кварталы,monolith,,55.862836286635456,37.45942313805019,https://www.cian.ru/sale/flat/331855304/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
331502659,"Номер в базе: 12966963.

 О квартире:
Светлая квартира с высокими 3х метровыми потолками. Окна на юго-восточную сторону с видом на Хованский пруд и пляж. Целый день солнце.

О доме:
Соседи спокойные. Ремонты уже многие закончили. 
Подземный и наземный паркинг.
На первом этаже открыты кафе и ""Перекресток"".

О локации:
Метро Прокшино в 5 минутах пешком от дома.
Удобный выезд на Киевское и Калужское шоссе.
Лесопарк Хованская дубрава с оборудованными местами для активного отдыха взрослых и детей. Хованский пруд.

В комплексе предусмотрено два муниципальных детских сада, образовательный центр и столичная школа 109. 
Продажа свободная.

О документах:
Первичные документы ДДУ 2021 год. 
Полная стоимость.

Звоните, отвечу на все интересующие Вас вопросы и организую оперативный показ.


Код пользователя: 26938",15500000,34.6,1,4,18,"Россия, Новомосковский административный округ, Прокшинский проспект, 9","[{""name"":""Прокшино"",""time"":7,""transport_type"":""walk""},{""name"":""Ольховая"",""time"":5,""transport_type"":""transport""},{""name"":""Филатов Луг"",""time"":7,""transport_type"":""transport""}]",Прокшино,monolith,,55.591599,37.42916,https://www.cian.ru/sale/flat/331502659/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
331428114,"Номер лота: 98157. Компактная евродвушка 33,8 м² в ЖК Level Нагатинская — готовый вариант для одного человека или пары, которые хотят заехать без ремонта, закупки мебели и долгой подготовки квартиры после сделки.
Планировка: отдельная спальня 11,2 м² и кухня-гостиная 10,6 м². Это не квартира про большие метры, а функциональное пространство с разделением приватной и общей зоны. Подойдет для жизни, удаленной работы, встреч с друзьями и спокойного городского ритма.
В квартире выполнен дизайнерский ремонт, установлены мебель, техника, системы хранения и элементы системы ""Умный дом"". Квартира ранее не сдавалась, состояние аккуратное, можно заехать сразу после сделки.
Окна выходят во внутренний двор с детской площадкой. Это не панорамный вид на воду, но и не окна на шумную магистраль. На показе можно спокойно оценить двор, уровень шума и сценарий проживания.
Дом современного бизнес-класса: закрытая территория без машин, входные группы, подземный паркинг, места для прогулок и отдыха. В ЖК есть кофейни, магазины, пункты выдачи, аптека и базовая повседневная инфраструктура.
Локация для тех, кому важны новый дом, набережная и готовая среда. До метро Нагатинская — около 15 минут пешком, рядом остановки общественного транспорта и удобные выезды на основные магистрали. Поблизости Нагатинская набережная и прогулочные зоны.
Юридически: ипотека в Сбербанке, будет погашена в рамках сделки по безопасной схеме. Материнский капитал не использовался, зарегистрированных нет. Быстрый выход на сделку возможен.
Квартира подойдет тем, кто ищет не максимальную площадь, а готовое стильное жилье в новом доме.

Инфраструктура:

15 минут пешком до м. ""Нагатинская"", в 5 минутах пешком трамвайная и автобусная остановки. Окна во внутренний двор, а не на магистраль. Выезд на Варшавское шоссе и ТТК за 7 минут.
ТЦ ""Нагатинский"" — в 10 минутах пешком (супермаркеты, кинотеатр, сервисы).
Двор полностью без машин. Есть подземный паркинг в доме.

Документы:

1 собственник. Ипотека будет погашена в рамках сделки. Документы готовы. Быстрый выход на сделку.

Звоните! Приоритет покупателям с подтвержденным финансированием.",22900000,33.8,1,9,26,"Россия, Москва, Нагатинская набережная, 10А","[{""name"":""Нагатинская"",""time"":15,""transport_type"":""walk""},{""name"":""Коломенская"",""time"":4,""transport_type"":""transport""},{""name"":""Нагорная"",""time"":6,""transport_type"":""transport""}]",Левел Нагатинская,monolith,,55.682321,37.63747,https://www.cian.ru/sale/flat/331428114/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
329758537,"Ипотека для каждого! Полная стоимость кредита от 18,563% до 21,349%. Ставка от 0,1% в АО ""Банк ДОМ.РФ"", универсальная лицензия Банка России 2312 от 19.12.2018. В первые 12 месяцев ставка устанавливается при наличии документа о компенсации Банку недополученных доходов в размере 15,01% от суммы кредита. С 1-го числа календарного месяца 13-го процентного периода - ставка 17,3% годовых. При отсутствии личного страхования заемщика процентная ставка увеличивается на 1,0 п.п. Первоначальный взнос — от 20,01% от стоимости квартиры. Срок кредитования — от 3 до 30 лет.

Скидка 6% при покупке квартиры! Цена указана с учетом максимального размера скидки.

Продается 1-к квартира 44,4 кв.м. в ЖК ""Семеновский парк 2"" на 19-м этаже 26 этажного дома.

Компания ""РГ-Девелопмент"" предоставляет скидку на квартиры в жилом комплексе. Акция действительна до 31.07.2026 включительно. Чтобы воспользоваться предложением, необходимо подписать договор на приобретение недвижимости до 31.07.2026 включительно.

Компания ""РГ-Девелопмент"" вошла в ТОП-10 девелоперов по объёму введённого жилья в ""Старой Москве"" по итогам 2025 года.

Прямая продажа от застройщика!
Квартиры без отделки.
Срок сдачи корпуса - 1 кв. 2026 г., корпус сдан. Выдача ключей.

ЖК ""Семеновский парк 2"" - это идеальное место для того, чтобы стать вашим домом. 

Проект расположен в исторической части Москвы вблизи Измайловского лесопарка, в 1 км от ЦАО. 4 станции метро отделяют вас от Красной площади и 15 минут на автомобиле - от Садового кольца.",20709403,44.4,1,19,26,"Москва, 1-й Кирпичный переулок, 15А","[{""name"":""Семёновская"",""time"":4,""transport_type"":""transport""},{""name"":""Соколиная гора"",""time"":14,""transport_type"":""walk""},{""name"":""Измайлово"",""time"":5,""transport_type"":""transport""}]",Семеновский парк 2,monolith,,55.775894,37.734758,https://www.cian.ru/sale/flat/329758537/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,[],2026-07-16T13:40:22Z
326599816,"Лот 1000232. Светлана Алиева.

Продается 2-х комнатная квартира с хорошим свежим качественным ремонтом в историческом центре Москвы, в Благовещенском переулке. 
Расположена на 4 этаже 8-этажного кирпичного дома, потолки 3 метра. 
Квартира уютная, светлая и солнечная. Окна смотрят во двор, в квартире очень тихо.
Общая площадь 62 кв.м. Спальня со встроенным шкафом для хранения на всю стену, большая просторная гостиная и отдельная кухня со всторенной мебелью. 
Один совмещенный санузел с ванной, кондиционер и бойлер. Квартира полностью меблирована, всё остается.
Дом кирпичный, хорошая тепло- и звукоизоляция, в хорошем состоянии, оснащен пассажирским лифтом. Есть машиноместо во дворе.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров. Член ассоциации агентств элитной недвижимости AREA.",40900000,62,2,4,8,"Москва, Благовещенский переулок, 5","[{""name"":""Маяковская"",""time"":2,""transport_type"":""walk""},{""name"":""Пушкинская"",""time"":6,""transport_type"":""walk""},{""name"":""Тверская"",""time"":6,""transport_type"":""walk""},{""name"":""Чеховская"",""time"":10,""transport_type"":""walk""},{""name"":""Белорусская"",""time"":17,""transport_type"":""walk""},{""name"":""Охотный ряд"",""time"":20,""transport_type"":""walk""},{""name"":""Новослободская"",""time"":20,""transport_type"":""walk""}]",,stalin,,55.767914,37.598546,https://www.cian.ru/sale/flat/326599816/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,[],2026-07-16T13:40:27Z
330204705,"Единственная квартира и самая хорошая планировка, которая соответствует уровню локации и цене!   
  
ПРЯМАЯ, СВОБОДНАЯ ПРОДАЖА от собственника.   Нагатинская набережная 10ас3.  
  
На первой бeрeговой линии Моcквы-рeки продаётся свeтлая, проcтopнaя,  
кoмфортная 2-комнaтнaя квaртира с отдeлкoй ""white box"".  
  
Kлючи нa рукаx.  
  
Kвартиpa рacположенa нa 11 этaжe 26-этaжнoго кopпуcа ""В"" в ЖK бизнес-клaсса Lеvеl Нагатинская.  
  
— Самая лучшая продуманная планировка с панорамными окнами во двор.  
— Из этой планировки легко можно сделать евротрешку.  
— Высота потолков 2,9м  
Отделка Whitе bох сделана качественно, застройщиком:  
— перегородки межкомнатные со шпаклевкой;  
— энергоэффективное остекление;  
— электрика проведена от квартирного электрощитка по квартире до подрозетников и многое другое.  
Все грязные, пыльные и шумные работы провел застройщик, а вам остается выбрать дизайн будущего интерьера и финишные покрытия.  
  
Весь корпус В с этим типом ремонта, и это значит, что соседи не будут мешать своим ремонтным шумом. Проект включает 39 торговых помещений, в том числе собственный супермаркет и разнообразие других магазинов и сервисов.   
  
Корпус В, наиболее приближен к реке, рядом расположится общественное пространство с кафе, ресторанами и зонами отдыха.   
  
ТЕРРИТОРИЯ ЖК: На внутренней территории комплекса:  
•лаундж-терраса с живописными видами на Москву-реку на крыше стилобата,  
•детские площадки и коворкинг зона  
•Wi-Fi на всей территории двора и в лобби.  
* входные видео панели управляются дистанционно  
  
ИНФРАСТРУКТУРА:  
— метро 15 минут пешком  
— в окружении ЖК более 25 детских садов и 10 школ, в пределах 15 минут на авто расположены топовые вузы.  
— променад по Нагатинской набережной протяженностью 5,5 км  
— крупные парки  
— 2 речных причала  
  
Отличная транспортная доступность. 1 собственник. Подходит под любой вид ипотеки.",25700000,54,2,11,26,"Москва, Нагатинская набережная, 10Ак3","[{""name"":""Коломенская"",""time"":4,""transport_type"":""transport""},{""name"":""Нагатинская"",""time"":15,""transport_type"":""walk""},{""name"":""Нагорная"",""time"":6,""transport_type"":""transport""}]",Левел Нагатинская,monolith,,55.682321,37.63747,https://www.cian.ru/sale/flat/330204705/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,[],2026-07-16T13:40:27Z
